"","Date","Month","Interval","Veg","mil_time","Name","chamber","Site","CO2_Flux","CO2_NRMSE","CH4_Flux","CH4_NRMSE","Bubble_Flux","Temp","Depth","cdepth","level","presens1","presens6","Notes","h2o","h2o_cat","DOY"
"103",8182022,"August","Evening","Non-Vegetated",19,"7 PM",75,"O3: 7 PM",4.91077,0.463096,0.004864,0.144587,0,21.1,0.81,0.79,"low",6.78,4.94,NA,-0.15,"Dry/Partially Flooded",230
"104",8182022,"August","Morning","Vegetated",7,"7 AM",4,"V1: 7 AM",4.213613,0.865523,0.017982,3.801785,0.091626,16.45,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"105",8182022,"August","Morning","Vegetated",7,"7 AM",5,"V2: 7 AM",4.870328,0.744294,0.142456,1.891591,0.045798,16.2,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"106",8182022,"August","Morning","Vegetated",7,"7 AM",6,"V3: 7 AM",3.213417,0.571774,0.098026,1.869018,0.006756,15.75,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"107",8182022,"August","Morning","Vegetated",8,"8 AM",10,"V1: 8 AM",3.147294,0.993659,-0.012367,1.883448,0.13403,16.05,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"108",8182022,"August","Morning","Vegetated",8,"8 AM",11,"V2: 8 AM",3.49023,1.359122,0.05705,3.544543,0,16.15,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"109",8182022,"August","Morning","Vegetated",8,"8 AM",12,"V3: 8 AM",0.521917,0.609397,0.088132,1.30025,0.020925,16.8,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"110",8182022,"August","Morning","Vegetated",9,"9 AM",16,"V1: 9 AM",4.091606,1.278314,0.070918,1.223271,0.006287,18.4,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"111",8182022,"August","Morning","Vegetated",9,"9 AM",17,"V2: 9 AM",3.072127,0.632622,0.090167,0.597361,0,17.9,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"112",8182022,"August","Morning","Vegetated",9,"9 AM",18,"V3: 9 AM",1.177455,0.719222,0.062792,2.983706,0.007494,19.1,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"113",8182022,"August","Morning","Vegetated",10,"10 AM",22,"V1: 10 AM",-1.174222,0.559016,0.09281,1.024674,0.014378,23.55,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"114",8182022,"August","Morning","Vegetated",10,"10 AM",23,"V2: 10 AM",-6.735517,1.383268,0.078883,1.465193,0,23.6,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"115",8182022,"August","Morning","Vegetated",10,"10 AM",24,"V3: 10 AM",-6.517786,1.39212,0.084392,0.830742,0,25,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"116",8182022,"August","Afternoon","Vegetated",11,"11 AM",28,"V1: 11 AM",0.082446,1.232419,0.137599,2.742483,0.025268,28.6,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"117",8182022,"August","Afternoon","Vegetated",11,"11 AM",29,"V2: 11 AM",-4.24352,0.273345,0.070409,0.624557,0,27.9,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"118",8182022,"August","Afternoon","Vegetated",11,"11 AM",30,"V3: 11 AM",-2.896353,1.981545,0.02949,3.026542,0.026315,27.3,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"119",8182022,"August","Afternoon","Vegetated",12,"12 PM",34,"V1: 12 PM",0.119981,0.542829,0.076435,2.057499,0.017755,28.2,0.82,0.78,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"120",8182022,"August","Afternoon","Vegetated",12,"12 PM",35,"V2: 12 PM",-8.030339,0.510568,0.07763,0.972382,0,30.6,0.82,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"121",8182022,"August","Afternoon","Vegetated",12,"12 PM",36,"V3: 12 PM",-2.742947,0.689961,0.085368,0.747594,0.003427,30.55,0.82,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"122",8182022,"August","Afternoon","Vegetated",13,"1 PM",40,"V1: 1 PM",0.007668,0.617345,0.269922,2.063682,0,27.85,0.82,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"123",8182022,"August","Afternoon","Vegetated",13,"1 PM",41,"V2: 1 PM",-0.971317,0.499886,0.070919,0.636542,0,27.15,0.82,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"124",8182022,"August","Afternoon","Vegetated",13,"1 PM",42,"V3: 1 PM",2.481774,1.638775,0.052883,1.492301,0.000515,25.05,0.82,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"125",8182022,"August","Afternoon","Vegetated",14,"2 PM",46,"V1: 2 PM",3.928842,0.735406,0.078772,0.912755,0.02836,24.25,0.82,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"126",8182022,"August","Afternoon","Vegetated",14,"2 PM",47,"V2: 2 PM",6.244377,1.896443,0.070544,2.451258,0.006816,22.65,0.82,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"127",8182022,"August","Afternoon","Vegetated",14,"2 PM",48,"V3: 2 PM",5.160696,2.621511,0.117074,1.508811,0.006995,21.95,0.82,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"128",8182022,"August","Evening","Vegetated",15,"3 PM",52,"V1: 3 PM",0.700249,3.164839,0.040811,2.558762,0.038399,23.95,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"129",8182022,"August","Evening","Vegetated",15,"3 PM",53,"V2: 3 PM",2.758845,0.583306,0.039714,1.577764,0.016082,22.3,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"130",8182022,"August","Evening","Vegetated",15,"3 PM",54,"V3: 3 PM",-2.366003,1.642524,-0.009156,2.973086,0.017952,23.05,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"131",8182022,"August","Evening","Vegetated",16,"4 PM",58,"V1: 4 PM",2.790791,0.315517,0.111534,0.720277,0,23.35,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"132",8182022,"August","Evening","Vegetated",16,"4 PM",59,"V2: 4 PM",0.909573,1.113023,0.032703,2.292782,0,23.35,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"133",8182022,"August","Evening","Vegetated",16,"4 PM",60,"V3: 4 PM",1.0533,1.83445,0.039765,3.718498,0.010194,21.75,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"134",8182022,"August","Evening","Vegetated",17,"5 PM",64,"V1: 5 PM",1.165268,0.512389,0.082594,1.60926,0.010023,25.45,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"135",8182022,"August","Evening","Vegetated",17,"5 PM",65,"V2: 5 PM",1.512848,1.091201,0.083312,1.287603,0,24.65,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"136",8182022,"August","Evening","Vegetated",17,"5 PM",66,"V3: 5 PM",0.025879,1.448667,0.002801,5.351799,0.022941,24.25,0.81,0.79,"low",6.78,4.94,"small methane dip",-0.15,"Dry/Partially Flooded",230
"137",8182022,"August","Evening","Vegetated",18,"6 PM",70,"V1: 6 PM",5.66622,1.581224,0.053811,0.9613,0.082637,23.05,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"138",8182022,"August","Evening","Vegetated",18,"6 PM",71,"V2: 6 PM",4.541779,0.28194,0.058505,1.774113,0,20.95,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"139",8182022,"August","Evening","Vegetated",18,"6 PM",72,"V3: 6 PM",3.54738,0.411691,0.070303,0.827758,0.003509,20.05,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"140",8182022,"August","Evening","Vegetated",19,"7 PM",76,"V1: 7 PM",3.192735,0.353386,0.089961,1.539229,0.004155,19.8,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"141",8182022,"August","Evening","Vegetated",19,"7 PM",77,"V2: 7 PM",4.618149,0.862288,0.060106,1.689556,0,20.1,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"142",8182022,"August","Evening","Vegetated",19,"7 PM",78,"V3: 7 PM",0.000293,2.733253,-0.001121,3.775613,0.048122,19.65,0.81,0.79,"low",6.78,4.94,"",-0.15,"Dry/Partially Flooded",230
"143",9142022,"September","Morning","Non-Vegetated",7,"7 AM",3,"O3: 7 AM",3.703702,0.566334,0.114583,1.214631,0.036401,17,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"144",9142022,"September","Morning","Non-Vegetated",8,"8 AM",7,"O1: 8 AM",0.519804,0.63552,0.014655,0.591841,0,17.15,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"145",9142022,"September","Morning","Non-Vegetated",8,"8 AM",8,"O2: 8 AM",0.591299,0.790645,-0.011125,0.222086,0.002318,17.3,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"146",9142022,"September","Morning","Non-Vegetated",8,"8 AM",9,"O3: 8 AM",0.709288,0.584328,0.018643,0.24973,0,19.1,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"147",9142022,"September","Morning","Non-Vegetated",9,"9 AM",13,"O1: 9 AM",0.535866,1.223162,0.017736,0.317454,0,18.75,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"148",9142022,"September","Morning","Non-Vegetated",9,"9 AM",14,"O2: 9 AM",0.25338,0.177045,0.014694,0.421756,0.225395,18.6,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"149",9142022,"September","Morning","Non-Vegetated",9,"9 AM",15,"O3: 9 AM",0.829218,0.166349,0.00591,0.216183,0,18.3,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"150",9142022,"September","Morning","Non-Vegetated",10,"10 AM",19,"O1: 10 AM",0.132989,0.315104,0.00717,1.156729,0.008268,19.1,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"151",9142022,"September","Morning","Non-Vegetated",10,"10 AM",20,"O2: 10 AM",0.597545,0.323241,-0.000372,2.687465,0.55561,19.1,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"152",9142022,"September","Morning","Non-Vegetated",10,"10 AM",21,"O3: 10 AM",0.871296,0.252868,0.052762,1.187884,0.111313,19.5,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"153",9142022,"September","Afternoon","Non-Vegetated",11,"11 AM",25,"O1: 11 AM",0.435162,0.632208,0.015448,0.200492,0,20.45,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"154",9142022,"September","Afternoon","Non-Vegetated",11,"11 AM",26,"O2: 11 AM",0.074533,0.160929,0.012276,0.265024,0,20.2,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"155",9142022,"September","Afternoon","Non-Vegetated",11,"11 AM",27,"O3: 11 AM",0.403703,0.141541,0.004505,0.19748,0,19.8,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"156",9142022,"September","Afternoon","Non-Vegetated",12,"12 PM",31,"O1: 12 PM",-0.196893,0.317856,0.008999,0.096075,0,21.05,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"157",9142022,"September","Afternoon","Non-Vegetated",12,"12 PM",32,"O2: 12 PM",0.472176,0.123786,0.009313,0.143702,0,21.5,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"158",9142022,"September","Afternoon","Non-Vegetated",12,"12 PM",33,"O3: 12 PM",0.195963,0.129662,0.001917,0.141214,0,21.65,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"159",9142022,"September","Afternoon","Non-Vegetated",13,"1 PM",37,"O1: 1 PM",-0.165573,0.705372,0.006209,0.162736,0,23.75,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"160",9142022,"September","Afternoon","Non-Vegetated",13,"1 PM",38,"O2: 1 PM",0.325249,0.144407,0.0214,0.171466,0,25.6,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"161",9142022,"September","Afternoon","Non-Vegetated",13,"1 PM",39,"O3: 1 PM",0.207447,0.16273,0.049438,0.512896,0,23.4,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"162",9142022,"September","Afternoon","Non-Vegetated",14,"2 PM",43,"O1: 2 PM",-0.003054,0.1815,0.006256,0.222489,0.046422,27.7,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"163",9142022,"September","Afternoon","Non-Vegetated",14,"2 PM",44,"O2: 2 PM",0.368471,0.128727,0.013412,0.125825,0,25.8,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"164",9142022,"September","Afternoon","Non-Vegetated",14,"2 PM",45,"O3: 2 PM",0.223062,0.222492,0.016322,0.424441,0,20.7,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"165",9142022,"September","Evening","Non-Vegetated",15,"3 PM",49,"O1: 3 PM",0.211032,0.131282,0.011195,0.168259,0,28.55,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"166",9142022,"September","Evening","Non-Vegetated",15,"3 PM",50,"O2: 3 PM",1.477971,1.279777,0.025372,0.273107,4.134167,28.8,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"167",9142022,"September","Evening","Non-Vegetated",15,"3 PM",51,"O3: 3 PM",0.348801,0.158734,0.012702,0.328274,0,20.75,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"168",9142022,"September","Evening","Non-Vegetated",16,"4 PM",55,"O1: 4 PM",-0.055121,0.177971,0.004377,0.103616,0,27.3,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"169",9142022,"September","Evening","Non-Vegetated",16,"4 PM",56,"O3: 4 PM",0.982452,0.180977,0.024496,0.465239,0,20,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"170",9142022,"September","Evening","Non-Vegetated",17,"5 PM",60,"O1: 5 PM",0.068782,0.120829,0.054616,0.21603,0.019049,25.65,1.07,1,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"171",9142022,"September","Evening","Non-Vegetated",17,"5 PM",61,"O2: 5 PM",0.288481,0.157434,0.003746,0.092387,0,26.55,1.07,1,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"172",9142022,"September","Evening","Non-Vegetated",17,"5 PM",62,"O3: 5 PM",0.931348,0.211709,0.025297,0.241918,0,22.95,1.07,1,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"173",9142022,"September","Evening","Non-Vegetated",18,"6 PM",66,"O1: 6 PM",0.643788,0.10263,0.014537,0.205436,0,22.65,1.07,1,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"174",9142022,"September","Evening","Non-Vegetated",18,"6 PM",67,"O2: 6 PM",0.397395,0.145462,0.088051,0.370409,0.028012,22.75,1.07,1,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"175",9142022,"September","Evening","Non-Vegetated",18,"6 PM",68,"O3: 6 PM",1.213919,0.102322,0.004982,0.611372,0,18.75,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"176",9142022,"September","Evening","Non-Vegetated",19,"7 PM",72,"O1: 7 PM",0.686651,0.231084,0.015685,0.406138,0,20.65,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"177",9142022,"September","Evening","Non-Vegetated",19,"7 PM",73,"O2: 7 PM",0.430267,0.121563,0.003019,0.382449,0,21.6,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"178",9142022,"September","Evening","Non-Vegetated",19,"7 PM",74,"O3: 7 PM",0.551777,0.313957,0.005632,0.389812,0,18.6,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"179",9142022,"September","Morning","Vegetated",7,"7 AM",4,"V1: 7 AM",0.513785,0.688492,0.115429,2.257345,0.135247,17.2,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"180",9142022,"September","Morning","Vegetated",7,"7 AM",5,"V2: 7 AM",1.243044,0.462415,0.047472,2.105059,0,16.7,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"181",9142022,"September","Morning","Vegetated",7,"7 AM",6,"V3: 7 AM",1.363705,0.901774,0.064589,1.064916,0,16.85,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"182",9142022,"September","Morning","Vegetated",8,"8 AM",10,"V1: 8 AM",0.904516,0.377675,0.017525,0.46214,0.137694,17.75,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"183",9142022,"September","Morning","Vegetated",8,"8 AM",11,"V2: 8 AM",0.454091,0.322325,0.050539,1.184549,0,17.35,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"184",9142022,"September","Morning","Vegetated",8,"8 AM",12,"V3: 8 AM",0.544434,0.285113,0.042719,0.485357,0,17.75,1.07,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"185",9142022,"September","Morning","Vegetated",9,"9 AM",16,"V1: 9 AM",1.367382,0.683812,0.066122,1.338941,0.007015,18.8,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"186",9142022,"September","Morning","Vegetated",9,"9 AM",17,"V2: 9 AM",0.28676,0.965365,0.080213,2.805505,0.018795,18.7,1.08,1.02,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"187",9142022,"September","Morning","Vegetated",9,"9 AM",18,"V3: 9 AM",0.486004,1.424801,0.106537,1.466463,-0.010122,18.65,1.08,1.02,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"188",9142022,"September","Morning","Vegetated",10,"10 AM",22,"V1: 10 AM",-0.024169,1.552897,0.013984,2.037873,0.032683,19.85,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"189",9142022,"September","Morning","Vegetated",10,"10 AM",23,"V2: 10 AM",-0.235236,0.515826,0.028775,0.729718,0,19.8,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"190",9142022,"September","Morning","Vegetated",10,"10 AM",24,"V3: 10 AM",1.103864,0.52963,0.040006,2.320565,0.018164,19.35,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"191",9142022,"September","Afternoon","Vegetated",11,"11 AM",28,"V1: 11 AM",-7.105721,1.173428,0.035767,1.54935,0.041247,20.9,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"192",9142022,"September","Afternoon","Vegetated",11,"11 AM",29,"V2: 11 AM",-1.589208,0.345972,0.052945,1.149761,0.003016,20.6,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"193",9142022,"September","Afternoon","Vegetated",11,"11 AM",30,"V3: 11 AM",0.029969,0.411384,0.034877,1.567173,0,20.3,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"194",9142022,"September","Afternoon","Vegetated",12,"12 PM",34,"V1: 12 PM",-1.939762,0.688918,0.136805,0.675956,0,21.6,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"195",9142022,"September","Afternoon","Vegetated",12,"12 PM",35,"V2: 12 PM",-1.479196,0.262402,0.054306,0.710801,0,21.95,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"196",9142022,"September","Afternoon","Vegetated",12,"12 PM",36,"V3: 12 PM",-0.779415,0.625492,0.042949,0.738295,0.003853,21.6,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"197",9142022,"September","Afternoon","Vegetated",13,"1 PM",40,"V1: 1 PM",-1.668806,0.985751,0.152086,1.850154,0.062155,22.1,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
"198",9142022,"September","Afternoon","Vegetated",13,"1 PM",41,"V2: 1 PM",-0.757999,1.202528,0.081594,2.269243,0.016245,21.4,1.08,1.01,"medium",3.23,1.67,NA,0.1,"Dry/Partially Flooded",257
